ID des chaînes,URL des chaînes,Titres des chaînes
UCmdlnVFzmf7Zhqm_QE-UlJw,http://www.youtube.com/channel/UCmdlnVFzmf7Zhqm_QE-UlJw,Alex Leonidas
UCmupKbMkYkOnN_5ksslzOuQ,http://www.youtube.com/channel/UCmupKbMkYkOnN_5ksslzOuQ,jyundee
UCn-obz6wAIbr-jwP89txbHg,http://www.youtube.com/channel/UCn-obz6wAIbr-jwP89txbHg,Real Pixels
UCnY-NcUmUQ2ccaMKgpj7EMg,http://www.youtube.com/channel/UCnY-NcUmUQ2ccaMKgpj7EMg,Jello Impact
UCngn7SVujlvskHRvRKc1cTw,http://www.youtube.com/channel/UCngn7SVujlvskHRvRKc1cTw,BugsWriter
UCniqJdv-ZQHj1w1Xg6eLWYA,http://www.youtube.com/channel/UCniqJdv-ZQHj1w1Xg6eLWYA,From Scratch
UCnw3aIEiz60S6O3XcztCVkQ,http://www.youtube.com/channel/UCnw3aIEiz60S6O3XcztCVkQ,PatricianTV
UCnxEvD2eagj2VgtkFL5wDHA,http://www.youtube.com/channel/UCnxEvD2eagj2VgtkFL5wDHA,V2F
UCo0U1tbk3YbqiLDhkeWOviQ,http://www.youtube.com/channel/UCo0U1tbk3YbqiLDhkeWOviQ,Bob Lennon
UCp0PuGDPVc9A-lZ7B-1PB-A,http://www.youtube.com/channel/UCp0PuGDPVc9A-lZ7B-1PB-A,LimeLights
UCq6VFHwMzcMXbuKyG7SQYIg,http://www.youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg,penguinz0
UCqCOTXZlI18Z1JpgED9JRcQ,http://www.youtube.com/channel/UCqCOTXZlI18Z1JpgED9JRcQ,ThatGenshinGirl
UCqJ-Xo29CKyLTjn6z2XwYAw,http://www.youtube.com/channel/UCqJ-Xo29CKyLTjn6z2XwYAw,Game Maker's Toolkit
UCqos1tl0RntucGGtPXNxkkA,http://www.youtube.com/channel/UCqos1tl0RntucGGtPXNxkkA,Eternalised
UCr6ft9-65GmoBKXvG6_tCUg,http://www.youtube.com/channel/UCr6ft9-65GmoBKXvG6_tCUg,Daily Forsen 
UCr79DofWvtHieQOi3O4c7dw,http://www.youtube.com/channel/UCr79DofWvtHieQOi3O4c7dw,Zoil
UCrx2zrPjhGRi9TwszZiLwEg,http://www.youtube.com/channel/UCrx2zrPjhGRi9TwszZiLwEg,Horses 
UCs3_FikFMjAhMrco8Ai31MQ,http://www.youtube.com/channel/UCs3_FikFMjAhMrco8Ai31MQ,Fizecs
UCs4NwZLcsBz75VYZYR5Y5Jw,http://www.youtube.com/channel/UCs4NwZLcsBz75VYZYR5Y5Jw,NoceurASMR
UCsBjURrPoezykLs9EqgamOA,http://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,Fireship
UCsByULSrE72Rw3S5xkUsWhg,http://www.youtube.com/channel/UCsByULSrE72Rw3S5xkUsWhg,Forsen's Giftbox U
UCsn9MzwyPKeCE6MEGtMU4gg,http://www.youtube.com/channel/UCsn9MzwyPKeCE6MEGtMU4gg,MortMort
UCsnGwSIHyoYN0kiINAGUKxg,http://www.youtube.com/channel/UCsnGwSIHyoYN0kiINAGUKxg,Wolfgang's Channel
UCsvn_Po0SmunchJYOWpOxMg,http://www.youtube.com/channel/UCsvn_Po0SmunchJYOWpOxMg,videogamedunkey
UCtJhDVqW8dFyvOVbFU9QK4Q,http://www.youtube.com/channel/UCtJhDVqW8dFyvOVbFU9QK4Q,yvguo
UCtKKEqJIPCT9E6WMas7lC5Q,http://www.youtube.com/channel/UCtKKEqJIPCT9E6WMas7lC5Q,Arc Technologies
UCtNYli-rDCKpOJB64kPR49g,http://www.youtube.com/channel/UCtNYli-rDCKpOJB64kPR49g,OkCode
UCu1INzefw3R7M9-3QEHYmMQ,http://www.youtube.com/channel/UCu1INzefw3R7M9-3QEHYmMQ,Nene Amano Ch. 天野寧々【kawaii】
UCuOhExCNxSw18TH_f5VNEvg,http://www.youtube.com/channel/UCuOhExCNxSw18TH_f5VNEvg,Yumprincess Elle
UCudjcgz6hIhhJhG8JHPlJRA,http://www.youtube.com/channel/UCudjcgz6hIhhJhG8JHPlJRA,Endearin’ Audio
UCuvk5PilcvDECU7dDZhQiEw,http://www.youtube.com/channel/UCuvk5PilcvDECU7dDZhQiEw,白雪 巴/Shirayuki Tomoe
UCv1DvRY5PyHHt3KN9ghunuw,http://www.youtube.com/channel/UCv1DvRY5PyHHt3KN9ghunuw,Masahiro Sakurai on Creating Games
UCv88958LRDfndKV_Y7XmAnA,http://www.youtube.com/channel/UCv88958LRDfndKV_Y7XmAnA,Les Kassos
UCvaTdHTWBGv3MKj3KVqJVCw,http://www.youtube.com/channel/UCvaTdHTWBGv3MKj3KVqJVCw,Okayu Ch. 猫又おかゆ
UCw787N9PPpGRNZGrXVreYZw,http://www.youtube.com/channel/UCw787N9PPpGRNZGrXVreYZw,ずなちゃんねる rizuna ch.
UCwN_MU6-sDwOMArIlYIsKXA,http://www.youtube.com/channel/UCwN_MU6-sDwOMArIlYIsKXA,JeanBaptisteShow
UCwSOARsvB-Qa6PtuYyK74dA,http://www.youtube.com/channel/UCwSOARsvB-Qa6PtuYyK74dA,Macoto ASMR まこと。
UCwbLUmOHyFUFC80w6QZrpLw,http://www.youtube.com/channel/UCwbLUmOHyFUFC80w6QZrpLw,Erobb221Glazer
UCwePpiw1ocZRSNSkpKvVISw,http://www.youtube.com/channel/UCwePpiw1ocZRSNSkpKvVISw,Mary Channel / 西園寺メアリ【ななしいんく】
UCwmDCkPQojch5khdMYCb0EA,http://www.youtube.com/channel/UCwmDCkPQojch5khdMYCb0EA,Ethan Becker
UCwoTj-pZgZZ8DInOXSSLMmA,http://www.youtube.com/channel/UCwoTj-pZgZZ8DInOXSSLMmA,Odysseus
UCwx3EmL0cr25hXGns68BAJQ,http://www.youtube.com/channel/UCwx3EmL0cr25hXGns68BAJQ,Vars II
UCwyojXIrzgJEYPhiMkqA8Fg,http://www.youtube.com/channel/UCwyojXIrzgJEYPhiMkqA8Fg,Jyo's Spiral Abyss Guides
UCxRn0S16G244F72gs6fBaCw,http://www.youtube.com/channel/UCxRn0S16G244F72gs6fBaCw,SunflowerASMR
UCxeNZQ2YGWjO067UNsfSnow,http://www.youtube.com/channel/UCxeNZQ2YGWjO067UNsfSnow,Private Sessions
UCxuipVSw8ajLZPgSyKmw6Ag,http://www.youtube.com/channel/UCxuipVSw8ajLZPgSyKmw6Ag,さいとうなおき
UCyRCMSzw2MY2FVEtghDpBAA,http://www.youtube.com/channel/UCyRCMSzw2MY2FVEtghDpBAA,Dreams of Peaches
UCyclX6ZQCOXunEg4Z7EA8fw,http://www.youtube.com/channel/UCyclX6ZQCOXunEg4Z7EA8fw,Nmplol
UCyhnYIvIKK_--PiJXCMKxQQ,http://www.youtube.com/channel/UCyhnYIvIKK_--PiJXCMKxQQ,Joseph Anderson
UCylGUf9BvQooEFjgdNudoQg,http://www.youtube.com/channel/UCylGUf9BvQooEFjgdNudoQg,The Linux Cast
UCyoFMwJhMc3No3Z6IsrR9dQ,http://www.youtube.com/channel/UCyoFMwJhMc3No3Z6IsrR9dQ,Daily Dose of Shiorin
UCyv3RtRahU41TOQ4ImvbauQ,http://www.youtube.com/channel/UCyv3RtRahU41TOQ4ImvbauQ,Quin69 Highlights
UCywIoHWTw73Onx7851cJDZg,http://www.youtube.com/channel/UCywIoHWTw73Onx7851cJDZg,み. お絵かきch
UCz4jhqrCfthF8NnldZeK_rw,http://www.youtube.com/channel/UCz4jhqrCfthF8NnldZeK_rw,Rica Ch. / 利香
UCz5C8kGBXSd3hRtxCwUQ3_Q,http://www.youtube.com/channel/UCz5C8kGBXSd3hRtxCwUQ3_Q,Shondopilled Individuals
UCzY8hT21_sX1IYBc3Kpywmg,http://www.youtube.com/channel/UCzY8hT21_sX1IYBc3Kpywmg,Vidmilo
UCzqQYhCoGsQhzUjtFjppW1Q,http://www.youtube.com/channel/UCzqQYhCoGsQhzUjtFjppW1Q,Naco Ch. 餅月なこ
UCzydRtNc6KaXoH5VWf9HAag,http://www.youtube.com/channel/UCzydRtNc6KaXoH5VWf9HAag,AnniePants





